,Iteration,Time,Fitness,runner_name,pop_size,keep_pct,Population Size,Keep Percent
35,35,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
36,36,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
37,37,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
38,38,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
39,39,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
40,40,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
41,41,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
42,42,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
43,43,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
44,44,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
45,45,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
46,46,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
47,47,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
48,48,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
49,49,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
50,50,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
51,51,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
52,52,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
53,53,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
54,54,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
55,55,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
56,56,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
57,57,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
58,58,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
59,59,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
60,60,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
61,61,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
62,62,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
63,63,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
64,64,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
65,65,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
66,66,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
67,67,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
68,68,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
69,69,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
70,70,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
71,71,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
72,72,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
73,73,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
74,74,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
75,75,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
76,76,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
77,77,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
78,78,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
79,79,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
80,80,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
81,81,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
82,82,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
83,83,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
84,84,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
85,85,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
86,86,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
87,87,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
88,88,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
89,89,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
90,90,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
91,91,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
92,92,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
93,93,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
94,94,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
95,95,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
96,96,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
97,97,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
98,98,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
99,99,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
100,100,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
101,101,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
102,102,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
103,103,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
104,104,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
105,105,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
106,106,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
107,107,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
108,108,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
109,109,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
110,110,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
111,111,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
112,112,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
113,113,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
114,114,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
115,115,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
116,116,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
117,117,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
118,118,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
119,119,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
120,120,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
121,121,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
122,122,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
123,123,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
124,124,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
125,125,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
126,126,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
127,127,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
128,128,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
129,129,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
130,130,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
131,131,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
132,132,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
133,133,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
134,134,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
135,135,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
136,136,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
137,137,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
138,138,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
139,139,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
140,140,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
141,141,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
142,142,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
143,143,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
144,144,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
145,145,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
146,146,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
147,147,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
148,148,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
149,149,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
150,150,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
151,151,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
152,152,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
153,153,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
154,154,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
155,155,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
156,156,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
157,157,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
158,158,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
159,159,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
160,160,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
161,161,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
162,162,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
163,163,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
164,164,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
165,165,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
166,166,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
167,167,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
168,168,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
169,169,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
170,170,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
171,171,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
172,172,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
173,173,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
174,174,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
175,175,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
176,176,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
177,177,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
178,178,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
179,179,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
180,180,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
181,181,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
182,182,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
183,183,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
184,184,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
185,185,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
186,186,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
187,187,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
188,188,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
189,189,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
190,190,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
191,191,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
192,192,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
193,193,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
194,194,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
195,195,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
196,196,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
197,197,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
198,198,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
199,199,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
200,200,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
201,201,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
202,202,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
203,203,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
204,204,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
205,205,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
206,206,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
207,207,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
208,208,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
209,209,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
210,210,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
211,211,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
212,212,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
213,213,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
214,214,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
215,215,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
216,216,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
217,217,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
218,218,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
219,219,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
220,220,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
221,221,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
222,222,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
223,223,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
224,224,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
225,225,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
226,226,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
227,227,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
228,228,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
229,229,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
230,230,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
231,231,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
232,232,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
233,233,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
234,234,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
235,235,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
236,236,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
237,237,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
238,238,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
239,239,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
240,240,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
241,241,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
242,242,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
243,243,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
244,244,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
245,245,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
246,246,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
247,247,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
248,248,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
249,249,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
250,250,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
251,251,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
252,252,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
253,253,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
254,254,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
255,255,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
256,256,627.828416932,903.2457286575792,MIMIC,900,0.25,900,0.25
